accepted_time,package_id,courier_id,city,zone_id,task_type,origin_lat,origin_lng,destination_lat,destination_lng,assigned_time,service_window_start_time,pickup_time,completed_time,promised_delivery_time,aoi_id,aoi_type,ds,courier_workload_2h,acceptance_gap_minutes,pickup_gap_minutes,execution_time_minutes,delay_minutes,is_delayed,delay_category,event_sequence_abnormality_score,time_window_violation_score,workload_pressure_score,distance_km,expected_execution_time_minutes,distance_adjusted_execution_ratio,route_execution_instability_score,operational_exception_severity,severity_class,root_cause_label,service_window_breach,time_to_window_end_minutes,time_to_window_start_minutes,service_window_length_minutes,accept_hour,accept_dayofweek,accept_month,expected_travel_time_minutes,feasibility_margin_minutes,time_pressure_score,distance_feasibility_pressure_score,historical_courier_breach_rate,historical_zone_breach_rate,historical_city_breach_rate,model_risk_rank_score,intervention_urgency_score,intervention_priority
2024-05-01 09:02:00,P-5232177,7494,Chongqing,3,pickup,29.4923,106.47566,29.4923,106.47566,2024-05-01 09:02:00,2024-05-01 11:00:00,2024-05-01 09:53:00,2024-05-01 09:53:00,2024-05-01 13:00:00,1251,1,501,2,0.0,51.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay,0,238.0,118.0,120.0,9,2,5,0.6,237.4,0.008333333333333304,0.0,0.0,0.0,0.0,0.19295,0.13208416666666667,Low
2024-05-01 09:18:00,P-23086,6696,Hangzhou,1,pickup,30.3908,120.06894,30.37981,120.05097,2024-05-01 09:18:00,2024-05-01 17:00:00,2024-05-01 14:31:00,2024-05-01 14:31:00,2024-05-01 19:00:00,208,14,501,1,0.0,313.0,0.0,0.0,False,On Time,0.0,0.0,0.05,2.112946098087515,5.071070635410036,0.0,0.0,0.0075,Low,No significant delay,0,582.0,462.0,120.0,9,2,5,5.071070635410036,576.92892936459,0.0,0.0,0.0128,0.0128,0.0128,0.06025,0.041662500000000005,Low
2024-05-01 09:31:00,P-1132499,14171,Jilin,9,pickup,44.39951,126.95796,44.41041,126.96588,2024-05-01 09:31:00,2024-05-01 09:31:00,2024-05-01 10:44:00,2024-05-01 10:44:00,2024-05-01 11:31:00,2837,1,501,2,0.0,73.0,0.0,0.0,False,On Time,0.0,0.0,0.1,1.3655922776645697,3.2774214663949666,0.0,0.0,0.015,Low,No significant delay,0,120.0,0.0,120.0,9,2,5,3.277421466394967,116.72257853360503,0.5,0.02731184555329136,0.0,0.0,0.0,0.9631,0.7337461845553291,High
2024-05-01 09:36:00,P-2398385,10266,Yantai,16,pickup,36.78238,121.19127,36.77866,121.17296,2024-05-01 09:36:00,2024-05-01 11:00:00,2024-05-01 10:15:00,2024-05-01 10:15:00,2024-05-01 13:00:00,284,1,501,2,0.0,39.0,0.0,0.0,False,On Time,0.0,0.0,0.1,1.6823323224865674,4.037597573967761,0.0,0.0,0.015,Low,No significant delay,0,204.0,84.0,120.0,9,2,5,4.037597573967761,199.96240242603224,0.15000000000000002,0.0,0.0,0.0,0.0,0.42785,0.31310250000000006,Low
2024-05-01 09:49:00,P-2562963,7563,Hangzhou,1,pickup,30.37841,120.05151,30.37841,120.05151,2024-05-01 09:49:00,2024-05-02 11:00:00,2024-05-02 11:47:00,2024-05-02 11:47:00,2024-05-02 13:00:00,208,14,502,1,0.0,1558.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,1631.0,1511.0,120.0,9,2,5,0.6,1630.4,0.0,0.0,0.0128,0.0,0.0,0.06025,0.041662500000000005,Low
2024-05-01 09:56:00,P-2869399,14171,Jilin,9,pickup,44.40489,126.96174,44.40933,126.9659,2024-05-01 09:56:00,2024-05-01 09:56:00,2024-05-01 10:39:00,2024-05-01 10:39:00,2024-05-01 11:56:00,2837,1,501,3,0.0,43.0,0.0,0.0,False,On Time,0.0,0.0,0.15,0.594091751202485,1.425820202885964,0.0,0.0,0.0225,Low,No significant delay,0,120.0,0.0,120.0,9,2,5,1.425820202885964,118.57417979711404,0.5,0.011881835024049603,0.0,0.0,0.0,0.9763,0.7432831835024049,High
2024-05-01 10:00:00,P-525446,1005,Yantai,16,pickup,36.78149,121.18032,36.78572,121.1737,2024-05-01 10:00:00,2024-05-01 10:00:00,2024-05-01 11:31:00,2024-05-01 11:31:00,2024-05-01 12:00:00,808,1,501,1,0.0,91.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.7541922558268496,1.810061413984439,0.0,0.0,0.0075,Low,No significant delay,0,120.0,0.0,120.0,10,2,5,1.810061413984439,118.18993858601556,0.5,0.015083845116537042,0.0128,0.0,0.0,0.919,0.7013583845116537,High
2024-05-01 10:53:00,P-3913236,14171,Jilin,9,pickup,44.41099,126.96396,44.40966,126.96406,2024-05-01 10:53:00,2024-05-01 11:00:00,2024-05-01 11:44:00,2024-05-01 11:44:00,2024-05-01 13:00:00,2837,1,501,3,0.0,51.0,0.0,0.0,False,On Time,0.0,0.0,0.15,0.25,0.6,0.0,0.0,0.0225,Low,No significant delay,0,127.0,7.0,120.0,10,2,5,0.6,126.4,0.4708333333333333,0.0,0.0,0.0,0.0,0.9234,0.7018766666666666,High
2024-05-01 11:30:00,P-163292,7563,Hangzhou,1,pickup,30.37906,120.05041,30.37906,120.05041,2024-05-01 11:30:00,2024-05-01 11:30:00,2024-05-01 11:53:00,2024-05-01 11:53:00,2024-05-01 13:30:00,208,14,501,2,0.0,23.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay,0,120.0,0.0,120.0,11,2,5,0.6,119.4,0.5,0.0050000000000000044,0.0,0.0,0.0,0.9375,0.714875,High
2024-05-01 12:40:00,P-5145806,11710,Yantai,16,pickup,36.78682,121.16779,36.78666,121.17342,2024-05-01 12:40:00,2024-05-01 12:40:00,2024-05-01 12:57:00,2024-05-01 12:57:00,2024-05-01 14:40:00,808,1,501,1,0.0,17.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.5016821464017869,1.2040371513642885,0.0,0.0,0.0075,Low,No significant delay,0,120.0,0.0,120.0,12,2,5,1.2040371513642885,118.79596284863571,0.5,0.010033642928035769,0.0128,0.0,0.0,0.9138,0.6974733642928035,High
2024-05-01 12:57:00,P-4671769,7494,Chongqing,3,pickup,29.49289,106.47596,29.49289,106.47596,2024-05-01 12:57:00,2024-05-01 12:57:00,2024-05-01 14:40:00,2024-05-01 14:40:00,2024-05-01 14:57:00,1251,1,501,1,0.0,103.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,120.0,0.0,120.0,12,2,5,0.6,119.4,0.5,0.0050000000000000044,0.0,0.0,0.0,0.89075,0.6819875,High
2024-05-01 13:16:00,P-1481328,7563,Hangzhou,1,pickup,30.3779,120.05232,30.3779,120.05232,2024-05-01 13:16:00,2024-05-03 09:00:00,2024-05-03 10:01:00,2024-05-03 10:01:00,2024-05-03 11:00:00,208,14,503,2,0.0,2685.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay,0,2744.0,2624.0,120.0,13,2,5,0.6,2743.4,0.0,0.0,0.0,0.0,0.0,0.15815,0.10779750000000002,Low
2024-05-01 13:34:00,P-4262177,4936,Hangzhou,1,pickup,30.37633,120.04856,30.37752,120.05123,2024-05-01 13:34:00,2024-05-01 13:34:00,2024-05-01 13:55:00,2024-05-01 13:55:00,2024-05-01 15:34:00,208,14,501,1,0.0,21.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.288293236021266,0.6919037664510385,0.0,0.0,0.0075,Low,No significant delay,0,120.0,0.0,120.0,13,2,5,0.6919037664510383,119.30809623354897,0.5,0.005765864720425284,0.0128,0.0,0.0,0.9033,0.6902215864720425,High
2024-05-01 14:34:00,P-6092931,7563,Hangzhou,1,pickup,30.37914,120.05628,30.38037,120.05257,2024-05-01 14:34:00,2024-05-01 14:34:00,2024-05-01 15:29:00,2024-05-01 15:29:00,2024-05-01 16:34:00,208,14,501,2,0.0,55.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.3812651593735618,0.9150363824965484,0.0,0.0,0.015,Low,No significant delay,0,120.0,0.0,120.0,14,2,5,0.9150363824965484,119.08496361750345,0.5,0.007625303187471233,0.0,0.0,0.0,0.9491,0.7226775303187473,High
2024-05-01 15:26:00,P-3246542,6696,Hangzhou,1,pickup,30.38663,120.05313,30.37978,120.05099,2024-05-01 15:26:00,2024-05-01 15:26:00,2024-05-01 15:55:00,2024-05-01 15:55:00,2024-05-01 17:26:00,208,14,501,1,0.0,29.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.7888617680281104,1.8932682432674648,0.0,0.0,0.0075,Low,No significant delay,0,120.0,0.0,120.0,15,2,5,1.8932682432674648,118.10673175673253,0.5,0.015777235360562303,0.0,0.0,0.0,0.9194,0.7016877235360561,High
2024-05-02 07:40:00,P-1438763,317,Chongqing,3,pickup,29.48841,106.46815,29.48851,106.46838,2024-05-02 07:40:00,2024-05-02 09:00:00,2024-05-02 09:23:00,2024-05-02 09:23:00,2024-05-02 11:00:00,337,1,502,1,0.0,103.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,200.0,80.0,120.0,7,3,5,0.6,199.4,0.16666666666666663,0.0,0.0,0.0,0.0,0.4137,0.30473833333333333,Low
2024-05-02 07:45:00,P-82838,317,Chongqing,3,pickup,29.48752,106.46807,29.48752,106.46807,2024-05-02 07:45:00,2024-05-02 09:00:00,2024-05-02 09:37:00,2024-05-02 09:37:00,2024-05-02 11:00:00,337,1,502,2,0.0,112.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay,0,195.0,75.0,120.0,7,3,5,0.6,194.4,0.1875,0.0,0.0,0.0,0.0,0.5106,0.3743900000000001,Medium
2024-05-02 07:50:00,P-4570860,7494,Chongqing,3,pickup,29.49235,106.47647,29.49242,106.47626,2024-05-02 07:50:00,2024-05-02 09:00:00,2024-05-02 10:13:00,2024-05-02 10:13:00,2024-05-02 11:00:00,1251,1,502,1,0.0,143.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,190.0,70.0,120.0,7,3,5,0.6,189.4,0.20833333333333337,0.0,0.0,0.0,0.0,0.50725,0.3738791666666667,Medium
2024-05-02 07:51:00,P-4758303,7494,Chongqing,3,pickup,29.49224,106.4756,29.49224,106.4756,2024-05-02 07:51:00,2024-05-02 09:00:00,2024-05-02 10:05:00,2024-05-02 10:05:00,2024-05-02 11:00:00,1251,1,502,2,0.0,134.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay,0,189.0,69.0,120.0,7,3,5,0.6,188.4,0.21250000000000002,0.0,0.0,0.0,0.0,0.56295,0.4134175,Medium
2024-05-02 07:55:00,P-2690511,1005,Yantai,16,pickup,36.7845,121.17377,36.77876,121.1745,2024-05-02 07:55:00,2024-05-03 17:00:00,2024-05-03 11:18:00,2024-05-03 11:18:00,2024-05-03 19:00:00,247,14,503,1,0.0,1643.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.6415614229970291,1.5397474151928698,0.0,0.0,0.0075,Low,No significant delay,0,2105.0,1985.0,120.0,7,3,5,1.5397474151928698,2103.460252584807,0.0,0.0,0.0,0.0,0.0,0.06025,0.041662500000000005,Low
2024-05-02 07:55:00,P-1115109,7563,Hangzhou,1,pickup,30.37807,120.05168,30.37807,120.05168,2024-05-02 07:55:00,2024-05-02 09:00:00,2024-05-02 10:32:00,2024-05-02 10:32:00,2024-05-02 11:00:00,208,14,502,1,0.0,157.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,185.0,65.0,120.0,7,3,5,0.6,184.4,0.22916666666666663,0.0,0.0,0.0,0.0,0.55045,0.40612583333333335,Medium
2024-05-02 07:59:00,P-2868852,7563,Hangzhou,1,pickup,30.37981,120.05105,30.37981,120.05105,2024-05-02 07:59:00,2024-05-02 17:00:00,2024-05-02 14:30:00,2024-05-02 14:30:00,2024-05-02 19:00:00,208,14,502,2,0.0,391.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay,0,661.0,541.0,120.0,7,3,5,0.6,660.4,0.0,0.0,0.0,0.0,0.0,0.15815,0.10779750000000002,Low
2024-05-02 08:09:00,P-6132302,10266,Yantai,16,pickup,36.77846,121.17393,36.7786,121.17417,2024-05-02 08:09:00,2024-05-02 09:00:00,2024-05-02 10:32:00,2024-05-02 10:32:00,2024-05-02 11:00:00,247,14,502,1,0.0,143.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,171.0,51.0,120.0,8,3,5,0.6,170.4,0.2875,0.0,0.0,0.0,0.0,0.6545,0.485425,Medium
2024-05-02 08:11:00,P-4269449,10266,Yantai,16,pickup,36.76631,121.21675,36.77896,121.17281,2024-05-02 08:11:00,2024-05-02 09:00:00,2024-05-02 10:23:00,2024-05-02 10:23:00,2024-05-02 11:00:00,284,1,502,2,0.0,132.0,0.0,0.0,False,On Time,0.0,0.0,0.1,4.158794925677406,9.981107821625772,0.0,0.0,0.015,Low,No significant delay,0,169.0,49.0,120.0,8,3,5,9.981107821625773,159.01889217837422,0.2958333333333333,0.0,0.0,0.0,0.0,0.7028,0.5209866666666667,Medium
2024-05-02 08:14:00,P-3312247,12381,Yantai,16,pickup,36.77788,121.17204,36.77765,121.17216,2024-05-02 08:14:00,2024-05-02 09:00:00,2024-05-02 10:40:00,2024-05-02 10:40:00,2024-05-02 11:00:00,176,7,502,1,0.0,146.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,166.0,46.0,120.0,8,3,5,0.6,165.4,0.30833333333333335,0.0,0.0,0.0,0.0,0.6875,0.5110416666666666,Medium
2024-05-02 08:14:00,P-5507887,992,Yantai,16,pickup,36.7821,121.20818,36.7821,121.20818,2024-05-02 08:14:00,2024-05-02 09:00:00,2024-05-02 10:05:00,2024-05-02 10:05:00,2024-05-02 11:00:00,1121,1,502,1,0.0,111.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,166.0,46.0,120.0,8,3,5,0.6,165.4,0.30833333333333335,0.0,0.0,0.0,0.0,0.6875,0.5110416666666666,Medium
2024-05-02 08:35:00,P-3665818,7563,Hangzhou,1,pickup,30.3793,120.06511,30.37969,120.05042,2024-05-02 08:35:00,2024-05-02 11:00:00,2024-05-02 12:30:00,2024-05-02 12:30:00,2024-05-02 13:00:00,208,14,502,3,0.0,235.0,0.0,0.0,False,On Time,0.0,0.0,0.15,1.4098387916466106,3.3836130999518654,0.0,0.0,0.0225,Low,No significant delay,0,265.0,145.0,120.0,8,3,5,3.3836130999518654,261.61638690004816,0.0,0.0,0.0,0.0,0.0,0.2207,0.150955,Low
2024-05-02 08:48:00,P-6135329,317,Chongqing,3,pickup,29.48817,106.46867,29.48811,106.46898,2024-05-02 08:48:00,2024-05-02 11:00:00,2024-05-02 13:31:00,2024-05-02 13:31:00,2024-05-02 13:00:00,337,1,502,3,0.0,283.0,0.0,31.0,True,Slight Delay,0.0,0.1291666666666666,0.15,0.25,0.6,0.0,0.0,0.0849305555555555,Low,Pickup/task start delay,1,252.0,132.0,120.0,8,3,5,0.6,251.4,0.0,0.0,0.0,0.0,0.0,0.2207,0.150955,Low
2024-05-02 08:59:00,P-2728778,7563,Hangzhou,1,pickup,30.3784,120.05077,30.3784,120.05077,2024-05-02 08:59:00,2024-05-04 09:00:00,2024-05-04 10:05:00,2024-05-04 10:05:00,2024-05-04 11:00:00,208,14,504,4,0.0,2946.0,0.0,0.0,False,On Time,0.0,0.0,0.2,0.25,0.6,0.0,0.0,0.03,Low,No significant delay,0,3001.0,2881.0,120.0,8,3,5,0.6,3000.4,0.0,0.0,0.0,0.0,0.0,0.27025,0.1856625,Low
2024-05-02 09:19:00,P-5289620,12381,Yantai,16,pickup,36.77914,121.17763,36.77908,121.1775,2024-05-02 09:19:00,2024-05-02 13:00:00,2024-05-02 13:57:00,2024-05-02 13:57:00,2024-05-02 15:00:00,247,14,502,2,0.0,278.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay,0,341.0,221.0,120.0,9,3,5,0.6,340.4,0.0,0.0,0.0,0.0,0.0,0.15815,0.10779750000000002,Low
2024-05-02 09:23:00,P-4350366,7563,Hangzhou,1,pickup,30.37972,120.05102,30.37972,120.05102,2024-05-02 09:23:00,2024-05-02 13:00:00,2024-05-02 14:12:00,2024-05-02 14:12:00,2024-05-02 15:00:00,208,14,502,5,0.0,289.0,0.0,0.0,False,On Time,0.0,0.0,0.25,0.25,0.6,0.0,0.0,0.0375,Low,No significant delay,0,337.0,217.0,120.0,9,3,5,0.6,336.4,0.0,0.0,0.0,0.0,0.0,0.30295,0.2094175,Low
2024-05-02 09:54:00,P-2045555,7563,Hangzhou,1,pickup,30.37873,120.04965,30.37873,120.04965,2024-05-02 09:54:00,2024-05-02 13:00:00,2024-05-02 13:29:00,2024-05-02 13:29:00,2024-05-02 15:00:00,208,14,502,6,0.0,215.0,0.0,0.0,False,On Time,0.0,0.0,0.3,0.25,0.6,0.0,0.0,0.045,Low,No significant delay,0,306.0,186.0,120.0,9,3,5,0.6,305.4,0.0,0.0,0.0,0.0,0.0,0.32925,0.2290125,Low
2024-05-02 11:20:00,P-1973825,7563,Hangzhou,1,pickup,30.37961,120.05241,30.37961,120.05241,2024-05-02 11:20:00,2024-05-02 15:00:00,2024-05-02 13:18:00,2024-05-02 13:18:00,2024-05-02 17:00:00,208,14,502,3,0.0,118.0,0.0,0.0,False,On Time,0.0,0.0,0.15,0.25,0.6,0.0,0.0,0.0225,Low,No significant delay,0,340.0,220.0,120.0,11,3,5,0.6,339.4,0.0,0.0,0.0,0.0,0.0,0.2207,0.150955,Low
2024-05-02 11:23:00,P-1931349,7494,Chongqing,3,pickup,29.49252,106.47618,29.49252,106.47618,2024-05-02 11:23:00,2024-05-02 13:00:00,2024-05-02 11:39:00,2024-05-02 11:39:00,2024-05-02 15:00:00,1251,1,502,1,0.0,16.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,217.0,97.0,120.0,11,3,5,0.6,216.4,0.09583333333333333,0.0,0.0,0.09090909090909091,0.09090909090909091,0.3146,0.22615666666666667,Low
2024-05-02 11:47:00,P-5322455,12733,Yantai,16,pickup,36.77585,121.18124,36.77913,121.17755,2024-05-02 11:47:00,2024-05-02 17:00:00,2024-05-02 17:29:00,2024-05-02 17:29:00,2024-05-02 19:00:00,247,14,502,1,0.0,342.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.4909451311892183,1.178268314854124,0.0,0.0,0.0075,Low,No significant delay,0,433.0,313.0,120.0,11,3,5,1.1782683148541238,431.8217316851459,0.0,0.0,0.0128,0.0,0.0,0.06025,0.041662500000000005,Low
2024-05-02 11:48:00,P-1076737,7563,Hangzhou,1,pickup,30.37708,120.05244,30.37708,120.05244,2024-05-02 11:48:00,2024-05-02 11:48:00,2024-05-02 12:02:00,2024-05-02 12:02:00,2024-05-02 13:48:00,208,14,502,3,0.0,14.0,0.0,0.0,False,On Time,0.0,0.0,0.15,0.25,0.6,0.0,0.0,0.0225,Low,No significant delay,0,120.0,0.0,120.0,11,3,5,0.6,119.4,0.5,0.0050000000000000044,0.0,0.0,0.0,0.96765,0.7369724999999999,High
2024-05-02 12:24:00,P-940351,10266,Yantai,16,pickup,36.77927,121.17292,36.77861,121.17287,2024-05-02 12:24:00,2024-05-03 11:00:00,2024-05-03 10:29:00,2024-05-03 10:29:00,2024-05-03 13:00:00,284,1,503,1,0.0,1325.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay,0,1476.0,1356.0,120.0,12,3,5,0.6,1475.4,0.0,0.0,0.0,0.0,0.0,0.06025,0.041662500000000005,Low
2024-05-02 12:36:00,P-5893856,11710,Yantai,16,pickup,36.7792,121.16715,36.78685,121.17263,2024-05-02 12:36:00,2024-05-02 12:36:00,2024-05-02 12:58:00,2024-05-02 12:58:00,2024-05-02 14:36:00,808,1,502,1,0.0,22.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.980696688659458,2.353672052782699,0.0,0.0,0.0075,Low,No significant delay,0,120.0,0.0,120.0,12,3,5,2.3536720527826995,117.6463279472173,0.5,0.019613933773189207,0.0,0.0,0.0,0.9231,0.7044763933773189,High
2024-05-02 13:04:00,P-341789,7494,Chongqing,3,pickup,29.49238,106.47567,29.49238,106.47567,2024-05-02 13:04:00,2024-05-02 13:04:00,2024-05-02 14:52:00,2024-05-02 14:52:00,2024-05-02 15:04:00,1251,1,502,2,0.0,108.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay,0,120.0,0.0,120.0,13,3,5,0.6,119.4,0.5,0.0050000000000000044,0.0,0.08333333333333333,0.08333333333333333,0.9375,0.714875,High
