accepted_time,package_id,courier_id,city,zone_id,task_type,origin_lat,origin_lng,destination_lat,destination_lng,assigned_time,service_window_start_time,pickup_time,completed_time,promised_delivery_time,aoi_id,aoi_type,ds,courier_workload_2h,acceptance_gap_minutes,pickup_gap_minutes,execution_time_minutes,delay_minutes,is_delayed,delay_category,event_sequence_abnormality_score,time_window_violation_score,workload_pressure_score,distance_km,expected_execution_time_minutes,distance_adjusted_execution_ratio,route_execution_instability_score,operational_exception_severity,severity_class,root_cause_label
2024-05-13 10:21:00,P-3362532,1005,Yantai,16,pickup,36.78753,121.17611,36.78595,121.1741,2024-05-13 10:21:00,2024-05-13 10:21:00,2024-05-13 10:54:00,2024-05-13 10:54:00,2024-05-13 12:21:00,808,1,513,1,0.0,33.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.2508102757956238,0.6019446619094971,0.0,0.0,0.0075,Low,No significant delay
2024-05-15 07:54:00,P-3693152,1005,Yantai,16,pickup,36.78612,121.1744,36.78603,121.17411,2024-05-15 07:54:00,2024-05-15 09:00:00,2024-05-15 10:52:00,2024-05-15 10:52:00,2024-05-15 11:00:00,808,1,515,1,0.0,178.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-16 08:01:00,P-4427655,1005,Yantai,16,pickup,36.78247,121.17902,36.78519,121.17938,2024-05-16 08:01:00,2024-05-16 09:00:00,2024-05-16 09:55:00,2024-05-16 09:55:00,2024-05-16 11:00:00,561,14,516,1,0.0,114.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.3041446679234114,0.7299472030161873,0.0,0.0,0.0075,Low,No significant delay
2024-08-25 09:05:00,P-1936732,10064,Shanghai,0,pickup,30.92015,121.56367,30.92015,121.56367,2024-08-25 09:05:00,2024-08-25 09:00:00,2024-08-25 14:12:00,2024-08-25 14:12:00,2024-08-25 23:59:00,2101,14,825,1,0.0,307.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-12 14:58:00,P-1279042,10089,Yantai,16,pickup,36.80123,121.16265,36.78629,121.17295,2024-05-12 14:58:00,2024-05-12 17:00:00,2024-05-12 18:24:00,2024-05-12 18:24:00,2024-05-12 19:00:00,808,1,512,1,0.0,206.0,0.0,0.0,False,On Time,0.0,0.0,0.05,1.8976139449453158,4.554273467868758,0.0,0.0,0.0075,Low,No significant delay
2024-06-30 10:47:00,P-5260166,10129,Hangzhou,1,pickup,30.3898,119.97778,30.37859,120.05049,2024-06-30 10:47:00,2024-06-30 10:47:00,2024-06-30 12:08:00,2024-06-30 12:08:00,2024-06-30 12:47:00,208,14,630,1,0.0,81.0,0.0,0.0,False,On Time,0.0,0.0,0.05,7.085048424383149,17.004116218519556,0.0,0.0,0.0075,Low,No significant delay
2024-09-05 08:00:00,P-599476,1020,Jilin,9,pickup,44.41123,126.96455,44.41123,126.96455,2024-09-05 08:00:00,2024-09-05 09:00:00,2024-09-05 08:53:00,2024-09-05 08:53:00,2024-09-05 23:59:00,425,3,905,1,0.0,53.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-04-30 13:18:00,P-4246133,10266,Yantai,16,pickup,36.7784,121.17547,36.77828,121.17578,2024-04-30 13:18:00,2024-05-01 11:00:00,2024-05-01 10:34:00,2024-05-01 10:34:00,2024-05-01 13:00:00,247,14,501,1,0.0,1276.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-01 08:35:00,P-2078906,10266,Yantai,16,pickup,36.76635,121.21678,36.77866,121.17441,2024-05-01 08:35:00,2024-05-01 17:00:00,2024-05-01 10:26:00,2024-05-01 10:26:00,2024-05-01 19:00:00,247,14,501,1,0.0,111.0,0.0,0.0,False,On Time,0.0,0.0,0.05,4.014433948637828,9.634641476730787,0.0,0.0,0.0075,Low,No significant delay
2024-05-01 09:36:00,P-2398385,10266,Yantai,16,pickup,36.78238,121.19127,36.77866,121.17296,2024-05-01 09:36:00,2024-05-01 11:00:00,2024-05-01 10:15:00,2024-05-01 10:15:00,2024-05-01 13:00:00,284,1,501,2,0.0,39.0,0.0,0.0,False,On Time,0.0,0.0,0.1,1.6823323224865674,4.037597573967761,0.0,0.0,0.015,Low,No significant delay
2024-05-02 08:09:00,P-6132302,10266,Yantai,16,pickup,36.77846,121.17393,36.7786,121.17417,2024-05-02 08:09:00,2024-05-02 09:00:00,2024-05-02 10:32:00,2024-05-02 10:32:00,2024-05-02 11:00:00,247,14,502,1,0.0,143.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-02 08:11:00,P-4269449,10266,Yantai,16,pickup,36.76631,121.21675,36.77896,121.17281,2024-05-02 08:11:00,2024-05-02 09:00:00,2024-05-02 10:23:00,2024-05-02 10:23:00,2024-05-02 11:00:00,284,1,502,2,0.0,132.0,0.0,0.0,False,On Time,0.0,0.0,0.1,4.158794925677406,9.981107821625773,0.0,0.0,0.015,Low,No significant delay
2024-05-02 12:24:00,P-940351,10266,Yantai,16,pickup,36.77927,121.17292,36.77861,121.17287,2024-05-02 12:24:00,2024-05-03 11:00:00,2024-05-03 10:29:00,2024-05-03 10:29:00,2024-05-03 13:00:00,284,1,503,1,0.0,1325.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-03 07:38:00,P-607458,10266,Yantai,16,pickup,36.77895,121.17485,36.77896,121.17476,2024-05-03 07:38:00,2024-05-03 09:00:00,2024-05-03 10:38:00,2024-05-03 10:38:00,2024-05-03 11:00:00,247,14,503,1,0.0,180.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-04 14:14:00,P-2987006,10266,Yantai,16,pickup,36.77833,121.17373,36.7789,121.17479,2024-05-04 14:14:00,2024-05-05 11:00:00,2024-05-05 11:44:00,2024-05-05 11:44:00,2024-05-05 13:00:00,247,14,505,1,0.0,1290.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-04 16:40:00,P-3085206,10266,Yantai,16,pickup,36.77889,121.17487,36.77887,121.17475,2024-05-04 16:40:00,2024-05-05 11:00:00,2024-05-05 12:02:00,2024-05-05 12:02:00,2024-05-05 13:00:00,247,14,505,1,0.0,1162.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-06 07:39:00,P-5906214,10266,Yantai,16,pickup,36.77886,121.17483,36.77898,121.17489,2024-05-06 07:39:00,2024-05-06 09:00:00,2024-05-06 10:45:00,2024-05-06 10:45:00,2024-05-06 11:00:00,247,14,506,1,0.0,186.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-06 08:09:00,P-3337004,10266,Yantai,16,pickup,36.77876,121.17458,36.7788,121.17427,2024-05-06 08:09:00,2024-05-06 09:00:00,2024-05-06 10:39:00,2024-05-06 10:39:00,2024-05-06 11:00:00,247,14,506,2,0.0,150.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay
2024-05-06 09:05:00,P-177558,10266,Yantai,16,pickup,36.77886,121.17387,36.77852,121.17409,2024-05-06 09:05:00,2024-05-06 17:00:00,2024-05-06 18:36:00,2024-05-06 18:36:00,2024-05-06 19:00:00,247,14,506,3,0.0,571.0,0.0,0.0,False,On Time,0.0,0.0,0.15,0.25,0.6,0.0,0.0,0.0225,Low,No significant delay
2024-05-06 09:43:00,P-1636183,10266,Yantai,16,pickup,36.78146,121.19644,36.77853,121.17289,2024-05-06 09:43:00,2024-05-06 09:43:00,2024-05-06 10:30:00,2024-05-06 10:30:00,2024-05-06 11:43:00,284,1,506,3,0.0,47.0,0.0,0.0,False,On Time,0.0,0.0,0.15,2.122528915246252,5.094069396591005,0.0,0.0,0.0225,Low,No significant delay
2024-05-07 07:51:00,P-4889450,10266,Yantai,16,pickup,36.77871,121.17386,36.77919,121.17512,2024-05-07 07:51:00,2024-05-07 09:00:00,2024-05-07 10:17:00,2024-05-07 10:17:00,2024-05-07 11:00:00,247,14,507,1,0.0,146.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-07 08:31:00,P-1232193,10266,Yantai,16,pickup,36.76641,121.21666,36.77894,121.17475,2024-05-07 08:31:00,2024-05-07 11:00:00,2024-05-07 10:25:00,2024-05-07 10:25:00,2024-05-07 13:00:00,247,14,507,2,0.0,114.0,0.0,0.0,False,On Time,0.0,0.0,0.1,3.984422304928058,9.562613531827338,0.0,0.0,0.015,Low,No significant delay
2024-05-07 13:48:00,P-325823,10266,Yantai,16,pickup,36.79467,121.17706,36.77899,121.17304,2024-05-07 13:48:00,2024-05-07 15:00:00,2024-05-07 15:56:00,2024-05-07 15:56:00,2024-05-07 17:00:00,284,1,507,1,0.0,128.0,0.0,0.0,False,On Time,0.0,0.0,0.05,1.7799093109761006,4.271782346342642,0.0,0.0,0.0075,Low,No significant delay
2024-05-07 15:21:00,P-2979052,10266,Yantai,16,pickup,36.77928,121.17268,36.77881,121.17297,2024-05-07 15:21:00,2024-05-08 11:00:00,2024-05-08 10:35:00,2024-05-08 10:35:00,2024-05-08 13:00:00,284,1,508,2,0.0,1154.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay
2024-05-08 11:29:00,P-1919984,10266,Yantai,16,pickup,36.77857,121.17351,36.77875,121.17413,2024-05-08 11:29:00,2024-05-09 11:00:00,2024-05-09 11:33:00,2024-05-09 11:33:00,2024-05-09 13:00:00,247,14,509,1,0.0,1444.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-08 12:40:00,P-1991731,10266,Yantai,16,pickup,36.77903,121.17499,36.77883,121.17472,2024-05-08 12:40:00,2024-05-09 11:00:00,2024-05-09 11:17:00,2024-05-09 11:17:00,2024-05-09 13:00:00,247,14,509,2,0.0,1357.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay
2024-05-08 14:21:00,P-1680574,10266,Yantai,16,pickup,36.77901,121.17463,36.77789,121.17447,2024-05-08 14:21:00,2024-05-09 11:00:00,2024-05-09 11:43:00,2024-05-09 11:43:00,2024-05-09 13:00:00,247,14,509,2,0.0,1282.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.25,0.6,0.0,0.0,0.015,Low,No significant delay
2024-05-09 11:41:00,P-5251272,10266,Yantai,16,pickup,36.77862,121.17381,36.77877,121.17414,2024-05-09 11:41:00,2024-05-10 11:00:00,2024-05-10 10:45:00,2024-05-10 10:45:00,2024-05-10 13:00:00,247,14,510,1,0.0,1384.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-10 07:36:00,P-2468884,10266,Yantai,16,pickup,36.77879,121.17303,36.77887,121.17282,2024-05-10 07:36:00,2024-05-10 09:00:00,2024-05-10 10:34:00,2024-05-10 10:34:00,2024-05-10 11:00:00,284,1,510,1,0.0,178.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-10 09:29:00,P-5816913,10266,Yantai,16,pickup,36.78462,121.193,36.77874,121.17665,2024-05-10 09:29:00,2024-05-10 11:00:00,2024-05-10 10:55:00,2024-05-10 10:55:00,2024-05-10 13:00:00,247,14,510,2,0.0,86.0,0.0,0.0,False,On Time,0.0,0.0,0.1,1.596163378826804,3.8307921091843298,0.0,0.0,0.015,Low,No significant delay
2024-05-10 11:10:00,P-2720939,10266,Yantai,16,pickup,36.77947,121.18542,36.77872,121.17454,2024-05-10 11:10:00,2024-05-10 17:00:00,2024-05-10 16:34:00,2024-05-10 16:34:00,2024-05-10 19:00:00,247,14,510,2,0.0,324.0,0.0,0.0,False,On Time,0.0,0.0,0.1,0.9725719335681308,2.334172640563514,0.0,0.0,0.015,Low,No significant delay
2024-05-10 12:25:00,P-2246202,10266,Yantai,16,pickup,36.7945,121.17683,36.77887,121.17487,2024-05-10 12:25:00,2024-05-10 15:00:00,2024-05-10 15:51:00,2024-05-10 15:51:00,2024-05-10 17:00:00,247,14,510,2,0.0,206.0,0.0,0.0,False,On Time,0.0,0.0,0.1,1.7467193281462816,4.192126387551076,0.0,0.0,0.015,Low,No significant delay
2024-05-10 13:18:00,P-2500892,10266,Yantai,16,pickup,36.79474,121.17685,36.7784,121.17232,2024-05-10 13:18:00,2024-05-10 17:00:00,2024-05-10 16:03:00,2024-05-10 16:03:00,2024-05-10 19:00:00,284,1,510,2,0.0,165.0,0.0,0.0,False,On Time,0.0,0.0,0.1,1.8611706182421122,4.466809483781069,0.0,0.0,0.015,Low,No significant delay
2024-05-11 07:48:00,P-1459029,10266,Yantai,16,pickup,36.77889,121.17302,36.77894,121.17294,2024-05-11 07:48:00,2024-05-11 09:00:00,2024-05-11 10:18:00,2024-05-11 10:18:00,2024-05-11 11:00:00,284,1,511,1,0.0,150.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-11 08:05:00,P-1844604,10266,Yantai,16,pickup,36.76623,121.21677,36.77877,121.17664,2024-05-11 08:05:00,2024-05-11 09:00:00,2024-05-11 10:27:00,2024-05-11 10:27:00,2024-05-11 11:00:00,247,14,511,2,0.0,142.0,0.0,0.0,False,On Time,0.0,0.0,0.1,3.836700567804878,9.208081362731708,0.0,0.0,0.015,Low,No significant delay
2024-05-11 08:17:00,P-4227031,10266,Yantai,16,pickup,36.76635,121.21666,36.77901,121.17485,2024-05-11 08:17:00,2024-05-11 09:00:00,2024-05-11 10:12:00,2024-05-11 10:12:00,2024-05-11 11:00:00,247,14,511,3,0.0,115.0,0.0,0.0,False,On Time,0.0,0.0,0.15,3.9811670646309003,9.55480095511416,0.0,0.0,0.0225,Low,No significant delay
2024-05-11 13:29:00,P-3651819,10266,Yantai,16,pickup,36.79467,121.17697,36.77831,121.17572,2024-05-11 13:29:00,2024-05-11 15:00:00,2024-05-11 15:20:00,2024-05-11 15:20:00,2024-05-11 17:00:00,247,14,511,1,0.0,111.0,0.0,0.0,False,On Time,0.0,0.0,0.05,1.8225516131625097,4.374123871590023,0.0,0.0,0.0075,Low,No significant delay
2024-05-11 15:33:00,P-5314843,10266,Yantai,16,pickup,36.78465,121.18632,36.77832,121.17319,2024-05-11 15:33:00,2024-05-12 11:00:00,2024-05-11 18:01:00,2024-05-11 18:01:00,2024-05-12 13:00:00,284,1,511,1,0.0,148.0,0.0,0.0,False,On Time,0.0,0.0,0.05,1.364838723819555,3.275612937166932,0.0,0.0,0.0075,Low,No significant delay
2024-05-27 07:39:00,P-338372,10398,Yantai,16,pickup,36.76897,121.17869,36.76897,121.17869,2024-05-27 07:39:00,2024-05-27 15:00:00,2024-05-27 14:36:00,2024-05-27 14:36:00,2024-05-27 17:00:00,916,14,527,1,0.0,417.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-05-30 07:48:00,P-3156604,10398,Yantai,16,pickup,36.76976,121.18224,36.76895,121.17867,2024-05-30 07:48:00,2024-05-30 09:00:00,2024-05-30 11:09:00,2024-05-30 11:09:00,2024-05-30 11:00:00,916,14,530,1,0.0,201.0,0.0,9.0,True,Slight Delay,0.0,0.0375,0.05,0.3304995895981868,0.7931990150356484,0.0,0.0,0.025625,Low,Pickup/task start delay
2024-05-31 09:07:00,P-4736281,10398,Yantai,16,pickup,36.76892,121.17857,36.76892,121.17857,2024-05-31 09:07:00,2024-05-31 11:00:00,2024-05-31 12:32:00,2024-05-31 12:32:00,2024-05-31 13:00:00,916,14,531,1,0.0,205.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-02 07:46:00,P-4614430,10398,Yantai,16,pickup,36.76697,121.1791,36.7689,121.17865,2024-06-02 07:46:00,2024-06-02 09:00:00,2024-06-02 09:46:00,2024-06-02 09:46:00,2024-06-02 11:00:00,916,14,602,1,0.0,120.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-05 09:38:00,P-5446953,10398,Yantai,16,pickup,36.76895,121.1786,36.76895,121.1786,2024-06-05 09:38:00,2024-06-05 13:00:00,2024-06-05 14:15:00,2024-06-05 14:15:00,2024-06-05 15:00:00,916,14,605,1,0.0,277.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-05 13:37:00,P-1628372,10398,Yantai,16,pickup,36.76899,121.17864,36.76899,121.17864,2024-06-05 13:37:00,2024-06-05 15:00:00,2024-06-05 14:21:00,2024-06-05 14:21:00,2024-06-05 17:00:00,916,14,605,1,0.0,44.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-06 09:18:00,P-5017849,10398,Yantai,16,pickup,36.76882,121.1786,36.76882,121.1786,2024-06-06 09:18:00,2024-06-06 11:00:00,2024-06-06 12:29:00,2024-06-06 12:29:00,2024-06-06 13:00:00,916,14,606,1,0.0,191.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-06 13:53:00,P-4182219,10398,Yantai,16,pickup,36.76895,121.17868,36.76895,121.17868,2024-06-06 13:53:00,2024-06-06 15:00:00,2024-06-06 15:01:00,2024-06-06 15:01:00,2024-06-06 17:00:00,916,14,606,1,0.0,68.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-10 14:55:00,P-3146339,10398,Yantai,16,pickup,36.76894,121.17851,36.76894,121.17851,2024-06-10 14:55:00,2024-06-10 15:00:00,2024-06-10 15:14:00,2024-06-10 15:14:00,2024-06-10 17:00:00,916,14,610,1,0.0,19.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-11 08:44:00,P-1042331,10398,Yantai,16,pickup,36.76914,121.17824,36.76899,121.1786,2024-06-11 08:44:00,2024-06-11 09:00:00,2024-06-11 09:31:00,2024-06-11 09:31:00,2024-06-11 11:00:00,916,14,611,1,0.0,47.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-12 09:45:00,P-5200291,10398,Yantai,16,pickup,36.76947,121.17669,36.76894,121.17852,2024-06-12 09:45:00,2024-06-12 11:00:00,2024-06-12 12:49:00,2024-06-12 12:49:00,2024-06-12 13:00:00,916,14,612,1,0.0,184.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-13 08:31:00,P-428992,10398,Yantai,16,pickup,36.76705,121.17898,36.76895,121.17861,2024-06-13 08:31:00,2024-06-13 09:00:00,2024-06-13 09:24:00,2024-06-13 09:24:00,2024-06-13 11:00:00,916,14,613,1,0.0,53.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-16 07:40:00,P-1311264,10398,Yantai,16,pickup,36.76881,121.17981,36.76895,121.17868,2024-06-16 07:40:00,2024-06-16 09:00:00,2024-06-16 10:02:00,2024-06-16 10:02:00,2024-06-16 11:00:00,916,14,616,1,0.0,142.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-23 07:59:00,P-660820,10398,Yantai,16,pickup,36.76933,121.17755,36.76897,121.1786,2024-06-23 07:59:00,2024-06-23 09:00:00,2024-06-23 10:21:00,2024-06-23 10:21:00,2024-06-23 11:00:00,916,14,623,1,0.0,142.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-23 11:49:00,P-2911782,10398,Yantai,16,pickup,36.76895,121.17854,36.76895,121.17854,2024-06-23 11:49:00,2024-06-23 13:00:00,2024-06-23 14:26:00,2024-06-23 14:26:00,2024-06-23 15:00:00,916,14,623,1,0.0,157.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-27 07:36:00,P-1031839,10398,Yantai,16,pickup,36.7689,121.17854,36.7689,121.17854,2024-06-27 07:36:00,2024-06-27 11:00:00,2024-06-27 12:45:00,2024-06-27 12:45:00,2024-06-27 13:00:00,916,14,627,1,0.0,309.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-06-30 12:24:00,P-51596,10398,Yantai,16,pickup,36.76858,121.17167,36.76886,121.1786,2024-06-30 12:24:00,2024-06-30 13:00:00,2024-06-30 14:33:00,2024-06-30 14:33:00,2024-06-30 15:00:00,916,14,630,1,0.0,129.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.6180648542864152,1.4833556502873966,0.0,0.0,0.0075,Low,No significant delay
2024-07-08 10:05:00,P-860157,10398,Yantai,16,pickup,36.76885,121.17867,36.76885,121.17867,2024-07-08 10:05:00,2024-07-08 10:05:00,2024-07-08 11:52:00,2024-07-08 11:52:00,2024-07-08 12:05:00,916,14,708,1,0.0,107.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
2024-07-09 09:41:00,P-1052783,10398,Yantai,16,pickup,36.77102,121.17558,36.76884,121.17869,2024-07-09 09:41:00,2024-07-09 11:00:00,2024-07-09 12:05:00,2024-07-09 12:05:00,2024-07-09 13:00:00,916,14,709,1,0.0,144.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.36809948490680927,0.8834387637763422,0.0,0.0,0.0075,Low,No significant delay
2024-07-11 09:18:00,P-3222680,10398,Yantai,16,pickup,36.75425,121.17676,36.76896,121.17858,2024-07-11 09:18:00,2024-07-11 13:00:00,2024-07-11 14:33:00,2024-07-11 14:33:00,2024-07-11 15:00:00,916,14,711,1,0.0,315.0,0.0,0.0,False,On Time,0.0,0.0,0.05,1.6436928794699448,3.944862910727868,0.0,0.0,0.0075,Low,No significant delay
2024-07-12 09:13:00,P-5404158,10398,Yantai,16,pickup,36.76894,121.17868,36.76894,121.17868,2024-07-12 09:13:00,2024-07-12 11:00:00,2024-07-12 12:36:00,2024-07-12 12:36:00,2024-07-12 13:00:00,916,14,712,1,0.0,203.0,0.0,0.0,False,On Time,0.0,0.0,0.05,0.25,0.6,0.0,0.0,0.0075,Low,No significant delay
